INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
198,0,0,0,45,3,15,23773.00,Yes,0.00,z_No,z_F,z_High School,Home Maker,9,Commercial,34510.00,7,Van,no,0.00,0,No,0,1,z_Highly Rural/ Rural
199,0,0,0,52,0,11,115713.00,No,327167.00,z_No,z_F,Bachelors,Professional,28,Private,21660.00,6,Sports Car,no,0.00,0,No,0,11,z_Highly Rural/ Rural
200,0,0,0,41,0,8,55364.00,No,0.00,z_No,M,z_High School,Clerical,17,Commercial,31390.00,1,Panel Truck,yes,0.00,0,No,3,1,z_Highly Rural/ Rural
201,0,0,0,36,0,14,27693.00,No,130324.00,Yes,z_F,<High School,Clerical,37,Private,11300.00,10,Sports Car,no,19385.00,1,No,4,7,Highly Urban/ Urban
202,0,0,0,56,0,0,0.00,No,103058.00,Yes,z_F,Bachelors,Home Maker,29,Private,27890.00,13,z_SUV,no,25147.00,2,No,0,9,Highly Urban/ Urban
203,0,0,1,53,1,0,0.00,No,0.00,Yes,z_F,<High School,Student,34,Private,1500.00,10,Sports Car,no,1175.00,3,No,2,7,z_Highly Rural/ Rural
204,1,3894,0,39,0,12,32936.00,No,169721.00,z_No,z_F,z_High School,Clerical,12,Private,1500.00,6,z_SUV,no,0.00,0,No,0,7,Highly Urban/ Urban
205,0,0,0,38,0,11,33151.00,No,184852.00,Yes,z_F,Bachelors,Professional,31,Private,11530.00,13,z_SUV,no,0.00,0,No,0,9,z_Highly Rural/ Rural
206,1,2659,1,45,3,0,0.00,Yes,0.00,z_No,M,z_High School,Home Maker,36,Private,16510.00,4,Minivan,no,17445.00,3,Yes,0,1,Highly Urban/ Urban
207,0,0,0,46,0,14,24575.00,No,176282.00,Yes,z_F,z_High School,Home Maker,73,Private,8560.00,10,Sports Car,no,0.00,0,No,0,9,z_Highly Rural/ Rural
208,0,0,0,43,2,16,32546.00,No,200891.00,Yes,M,<High School,Clerical,49,Private,5800.00,10,Minivan,yes,0.00,0,No,1,5,Highly Urban/ Urban
209,0,0,1,54,1,0,0.00,Yes,0.00,z_No,z_F,Bachelors,Home Maker,21,Private,18820.00,6,z_SUV,no,5537.00,1,No,6,9,Highly Urban/ Urban
210,0,0,0,55,0,16,163158.00,No,431809.00,Yes,M,Masters,,44,Commercial,23320.00,10,Panel Truck,no,0.00,0,No,3,19,Highly Urban/ Urban
211,0,0,0,61,0,10,58212.00,No,226638.00,Yes,z_F,<High School,z_Blue Collar,37,Private,13420.00,1,Sports Car,no,3573.00,3,No,3,1,z_Highly Rural/ Rural
214,1,6693,0,53,0,15,84345.00,No,264549.00,Yes,z_F,Bachelors,Manager,36,Private,9930.00,4,z_SUV,no,0.00,0,No,3,5,Highly Urban/ Urban
215,0,0,0,52,0,12,24590.00,No,166773.00,Yes,M,z_High School,z_Blue Collar,59,Commercial,10350.00,14,Minivan,yes,1507.00,1,No,0,,Highly Urban/ Urban
216,0,0,0,54,0,15,107808.00,No,278940.00,Yes,z_F,Bachelors,Manager,45,Commercial,27020.00,7,Pickup,no,1780.00,3,No,0,6,Highly Urban/ Urban
218,0,0,0,51,0,15,76443.00,No,257889.00,Yes,z_F,Masters,Lawyer,7,Private,25450.00,6,z_SUV,no,5958.00,2,No,5,,Highly Urban/ Urban
219,0,0,0,39,2,12,59685.00,No,197089.00,Yes,M,z_High School,z_Blue Collar,42,Commercial,7470.00,7,Pickup,no,0.00,0,No,0,1,z_Highly Rural/ Rural
220,0,0,0,38,0,12,90647.00,No,251629.00,Yes,z_F,Masters,Lawyer,38,Private,13740.00,4,Minivan,no,8450.00,1,No,0,15,z_Highly Rural/ Rural
221,1,4380,0,42,0,10,43174.00,No,208811.00,z_No,M,<High School,z_Blue Collar,48,Commercial,10020.00,13,Pickup,yes,0.00,0,No,0,1,Highly Urban/ Urban
222,1,1826,0,31,2,14,30653.00,Yes,0.00,z_No,z_F,z_High School,Clerical,41,Private,12930.00,13,Sports Car,no,35666.00,2,Yes,0,7,Highly Urban/ Urban
224,0,0,0,41,2,0,0.00,Yes,54130.00,z_No,z_F,Masters,Home Maker,18,Private,32090.00,6,Minivan,no,0.00,0,No,0,17,z_Highly Rural/ Rural
225,1,6716,3,36,4,0,,No,0.00,Yes,z_F,z_High School,Student,54,Private,1500.00,4,z_SUV,no,0.00,0,No,5,10,Highly Urban/ Urban
227,0,0,0,49,0,13,59148.00,No,162428.00,Yes,z_F,z_High School,Professional,18,Private,12310.00,1,z_SUV,no,8948.00,1,No,0,1,Highly Urban/ Urban
229,0,0,0,47,0,10,81899.00,No,232928.00,z_No,M,z_High School,Professional,25,Private,14390.00,1,Minivan,yes,0.00,0,No,0,1,Highly Urban/ Urban
231,0,0,0,45,3,,1158.00,No,0.00,Yes,z_F,z_High School,Student,10,Commercial,6120.00,10,z_SUV,no,0.00,0,No,0,1,z_Highly Rural/ Rural
232,0,0,0,53,0,15,114088.00,No,306745.00,Yes,z_F,z_High School,Manager,25,Private,22920.00,10,Pickup,no,0.00,0,No,0,8,Highly Urban/ Urban
233,0,0,0,51,0,13,80621.00,No,256152.00,Yes,z_F,z_High School,Professional,27,Private,25700.00,1,Van,no,0.00,0,No,0,1,Highly Urban/ Urban
234,0,0,0,51,1,12,94328.00,No,327651.00,Yes,z_F,Masters,Lawyer,44,Private,6900.00,3,Sports Car,no,0.00,0,No,0,1,Highly Urban/ Urban
235,1,53571.21408,0,36,3,11,49703.00,Yes,253132.00,z_No,M,Masters,,37,Commercial,42550.00,1,Panel Truck,yes,35879.00,1,Yes,0,20,Highly Urban/ Urban
236,0,0,0,43,0,12,,No,179229.00,z_No,z_F,Bachelors,Manager,55,Private,8160.00,1,z_SUV,no,6836.00,3,No,0,6,Highly Urban/ Urban
237,0,0,0,43,0,11,,No,209570.00,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,13160.00,13,Minivan,no,8569.00,3,Yes,3,1,Highly Urban/ Urban
238,1,4257,0,53,0,13,25289.00,No,108139.00,Yes,z_F,<High School,Home Maker,31,Private,13850.00,1,z_SUV,no,0.00,0,No,0,7,Highly Urban/ Urban
239,0,0,0,40,0,7,95405.00,No,0.00,z_No,M,Masters,,34,Commercial,24220.00,4,Panel Truck,no,0.00,0,No,3,14,Highly Urban/ Urban
240,1,4277,0,31,3,14,26112.00,No,117229.00,Yes,z_F,<High School,Clerical,58,Private,14030.00,3,z_SUV,no,0.00,0,No,0,5,z_Highly Rural/ Rural
242,1,19597.13587,0,58,0,12,131560.00,No,,z_No,z_F,PhD,Doctor,40,Private,14870.00,1,z_SUV,no,0.00,0,No,2,14,Highly Urban/ Urban
244,0,0,0,50,0,14,90566.00,No,295771.00,z_No,z_F,Masters,Lawyer,40,Private,23260.00,17,Van,no,0.00,0,No,0,18,Highly Urban/ Urban
245,0,0,0,45,2,12,62447.00,Yes,203472.00,z_No,M,z_High School,z_Blue Collar,39,Commercial,12240.00,7,Minivan,yes,0.00,0,No,0,1,Highly Urban/ Urban
246,0,0,0,46,0,5,108701.00,No,337340.00,Yes,z_F,Masters,Manager,39,Private,12070.00,3,z_SUV,no,0.00,0,No,0,17,Highly Urban/ Urban
247,0,0,0,47,0,12,94774.00,No,254197.00,z_No,M,z_High School,Manager,43,Commercial,21070.00,1,Van,no,3460.00,1,No,1,13,Highly Urban/ Urban
248,0,0,1,43,2,16,72357.00,No,288115.00,Yes,M,Bachelors,z_Blue Collar,40,Commercial,23190.00,1,Minivan,yes,0.00,0,No,0,7,Highly Urban/ Urban
250,0,0,0,48,0,11,140112.00,No,336063.00,z_No,z_F,PhD,,47,Commercial,28380.00,10,Pickup,no,0.00,0,No,2,17,Highly Urban/ Urban
251,0,0,0,39,0,11,19016.00,No,173712.00,z_No,M,z_High School,Professional,22,Commercial,10950.00,13,Pickup,yes,0.00,0,No,0,8,z_Highly Rural/ Rural
252,0,0,0,49,0,0,0.00,No,0.00,z_No,z_F,z_High School,Home Maker,55,Private,19810.00,7,Minivan,no,0.00,0,No,1,1,z_Highly Rural/ Rural
253,0,0,0,45,0,,19909.00,No,130331.00,Yes,z_F,<High School,Clerical,14,Private,7990.00,1,Sports Car,no,0.00,0,No,0,1,Highly Urban/ Urban
254,0,0,0,36,0,,4885.00,No,99107.00,Yes,z_F,Masters,Lawyer,35,Private,7080.00,6,z_SUV,no,5486.00,1,No,5,17,Highly Urban/ Urban
255,1,2738,1,59,1,12,119382.00,Yes,0.00,z_No,z_F,Masters,Manager,26,Commercial,24130.00,13,Pickup,no,0.00,0,No,0,16,Highly Urban/ Urban
256,0,0,0,60,0,13,89511.00,No,224350.00,Yes,M,Masters,,5,Commercial,11380.00,4,Pickup,yes,4470.00,3,No,0,15,Highly Urban/ Urban
257,0,0,0,49,0,15,107375.00,No,332673.00,Yes,z_F,Bachelors,Professional,12,Private,19840.00,3,z_SUV,no,0.00,0,No,0,,Highly Urban/ Urban
258,0,0,0,45,2,13,36947.00,No,165094.00,Yes,z_F,z_High School,Clerical,32,Private,6200.00,6,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
259,0,0,0,34,2,13,27581.00,Yes,0.00,z_No,M,<High School,z_Blue Collar,38,Commercial,12250.00,4,Minivan,yes,0.00,0,No,6,5,z_Highly Rural/ Rural
260,1,1146,0,57,0,14,8212.00,No,0.00,Yes,M,<High School,Student,5,Private,7200.00,4,Pickup,yes,0.00,0,No,0,,Highly Urban/ Urban
261,0,0,0,33,1,11,86187.00,Yes,241285.00,z_No,M,Bachelors,Professional,81,Private,13420.00,17,Minivan,no,0.00,0,No,1,5,z_Highly Rural/ Rural
262,0,0,0,52,0,12,42255.00,No,0.00,z_No,M,z_High School,z_Blue Collar,61,Commercial,22280.00,3,Minivan,no,0.00,0,No,1,12,Highly Urban/ Urban
263,0,0,0,53,0,13,37646.00,No,,Yes,z_F,z_High School,Clerical,19,Private,16020.00,4,z_SUV,no,7462.00,2,No,0,10,Highly Urban/ Urban
264,0,0,0,57,0,8,,No,261901.00,Yes,z_F,Bachelors,z_Blue Collar,41,Commercial,32530.00,1,Minivan,no,0.00,0,No,2,9,Highly Urban/ Urban
265,0,0,0,37,0,11,116043.00,No,0.00,z_No,z_F,Bachelors,Home Maker,40,Private,16800.00,17,z_SUV,no,0.00,0,No,3,9,Highly Urban/ Urban
266,0,0,0,45,2,,89479.00,No,239934.00,Yes,M,Bachelors,Manager,30,Private,14950.00,10,Minivan,yes,0.00,0,No,0,8,Highly Urban/ Urban
267,0,0,0,38,0,8,92917.00,No,0.00,z_No,M,Bachelors,Professional,57,Private,15120.00,1,Minivan,yes,722.00,3,No,0,4,z_Highly Rural/ Rural
268,0,0,0,36,3,7,29741.00,Yes,0.00,z_No,z_F,<High School,Clerical,32,Private,8070.00,6,z_SUV,no,2797.00,2,No,0,7,Highly Urban/ Urban
269,0,0,0,51,0,12,3673.00,No,120377.00,Yes,M,z_High School,Student,5,Commercial,11180.00,10,Pickup,no,0.00,0,No,0,1,z_Highly Rural/ Rural
270,1,4658,1,39,2,15,61370.00,Yes,0.00,z_No,M,Masters,Manager,6,Commercial,21770.00,6,Van,yes,35577.00,3,Yes,0,12,Highly Urban/ Urban
271,0,0,0,51,0,13,32159.00,No,195096.00,z_No,z_F,<High School,z_Blue Collar,46,Private,2600.00,6,z_SUV,no,0.00,0,Yes,2,6,z_Highly Rural/ Rural
272,0,0,2,40,3,14,20126.00,Yes,138444.00,z_No,z_F,<High School,z_Blue Collar,5,Private,8260.00,6,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
273,1,5259,0,54,0,11,44782.00,No,148676.00,z_No,z_F,<High School,Clerical,83,Private,30260.00,3,z_SUV,no,0.00,0,No,0,9,Highly Urban/ Urban
274,0,0,0,34,4,14,59828.00,Yes,0.00,z_No,z_F,Bachelors,z_Blue Collar,56,Commercial,10880.00,10,z_SUV,no,0.00,0,No,0,13,Highly Urban/ Urban
275,0,0,1,41,2,14,74022.00,No,247884.00,Yes,z_F,Masters,Manager,51,Private,13000.00,10,Sports Car,no,4418.00,1,No,0,12,Highly Urban/ Urban
276,0,0,0,36,0,11,80256.00,No,235169.00,Yes,M,Bachelors,z_Blue Collar,9,Commercial,14860.00,4,Minivan,yes,2592.00,4,No,1,15,Highly Urban/ Urban
277,0,0,0,55,0,14,6094.00,No,0.00,Yes,M,z_High School,Student,28,Commercial,22770.00,4,Panel Truck,yes,2631.00,1,No,1,1,Highly Urban/ Urban
278,0,0,1,45,2,0,0.00,No,69743.00,Yes,z_F,Masters,Home Maker,27,Private,14300.00,1,Minivan,no,9062.00,1,No,1,11,Highly Urban/ Urban
279,1,3769,2,45,2,12,30085.00,No,128194.00,Yes,M,<High School,Clerical,44,Commercial,7200.00,4,Pickup,no,0.00,0,Yes,3,8,Highly Urban/ Urban
280,0,0,0,50,0,11,80241.00,No,0.00,z_No,z_F,Masters,Lawyer,17,Private,14520.00,4,Pickup,no,7628.00,2,No,7,11,Highly Urban/ Urban
282,0,0,0,55,0,12,55673.00,No,245678.00,Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,27400.00,14,Van,no,0.00,0,No,0,13,Highly Urban/ Urban
283,1,4363.237582,0,44,0,8,32317.00,No,0.00,z_No,M,z_High School,Clerical,68,Private,22450.00,7,Minivan,yes,3738.00,1,No,8,1,Highly Urban/ Urban
284,0,0,0,50,0,9,58762.00,No,0.00,z_No,M,Masters,Lawyer,13,Private,13320.00,6,Minivan,yes,5253.00,3,No,0,8,Highly Urban/ Urban
285,0,0,0,60,0,15,76899.00,No,270631.00,Yes,M,PhD,Doctor,34,Private,7900.00,4,Sports Car,yes,45574.00,3,Yes,0,14,Highly Urban/ Urban
286,0,0,0,40,0,12,48640.00,No,0.00,z_No,M,z_High School,z_Blue Collar,19,Commercial,10360.00,1,Pickup,no,0.00,0,No,0,4,z_Highly Rural/ Rural
287,0,0,0,57,0,6,78592.00,No,248326.00,Yes,z_F,z_High School,z_Blue Collar,42,Commercial,15760.00,7,Sports Car,no,9462.00,3,No,0,8,Highly Urban/ Urban
289,1,5523,0,47,0,,21282.00,No,0.00,Yes,M,z_High School,Student,40,Commercial,18150.00,1,Van,no,6544.00,1,No,3,,Highly Urban/ Urban
290,1,7390.439959,0,64,0,13,61521.00,No,248878.00,Yes,z_F,Masters,Lawyer,41,Private,7650.00,1,Sports Car,no,0.00,0,No,8,9,Highly Urban/ Urban
291,1,1164.988066,0,34,1,9,105554.00,Yes,229868.00,z_No,M,Masters,Lawyer,75,Private,5300.00,4,Minivan,no,7504.00,2,No,2,20,Highly Urban/ Urban
292,0,0,0,52,0,6,147666.00,No,405910.00,Yes,z_F,Masters,Lawyer,43,Private,6700.00,11,z_SUV,no,0.00,0,No,0,17,z_Highly Rural/ Rural
293,1,2362,1,42,1,3,69290.00,Yes,0.00,z_No,M,Masters,,30,Commercial,23900.00,4,Panel Truck,yes,1052.00,2,No,1,11,Highly Urban/ Urban
296,1,6142,0,,2,8,2954.00,Yes,0.00,z_No,z_F,<High School,Clerical,21,Private,3100.00,9,Sports Car,yes,10099.00,2,No,4,5,Highly Urban/ Urban
297,0,0,0,54,0,11,105762.00,No,0.00,z_No,M,Masters,Lawyer,5,Private,17480.00,6,Minivan,yes,0.00,0,Yes,2,18,Highly Urban/ Urban
298,0,0,0,42,2,11,79185.00,No,243880.00,Yes,z_F,Bachelors,Professional,28,Private,13020.00,3,z_SUV,no,6689.00,1,No,5,1,Highly Urban/ Urban
299,0,0,0,56,0,13,111702.00,No,,z_No,z_F,PhD,Manager,18,Private,18270.00,6,z_SUV,no,0.00,0,No,0,17,Highly Urban/ Urban
301,0,0,0,59,0,12,5005.00,No,158960.00,z_No,z_F,z_High School,Student,30,Private,7500.00,1,z_SUV,no,0.00,0,Yes,0,,Highly Urban/ Urban
304,0,0,0,35,0,11,13760.00,No,0.00,z_No,z_F,z_High School,Student,27,Commercial,7700.00,6,z_SUV,no,10177.00,2,No,3,1,Highly Urban/ Urban
305,1,1065,0,54,0,13,88668.00,No,316419.00,Yes,z_F,PhD,Lawyer,63,Private,20090.00,4,Minivan,no,10520.00,2,No,1,14,Highly Urban/ Urban
306,1,5075,0,50,0,13,2657.00,No,109134.00,Yes,z_F,Masters,Home Maker,63,Private,10480.00,13,Sports Car,no,20452.00,2,Yes,2,11,Highly Urban/ Urban
307,0,0,0,29,1,11,51122.00,No,201650.00,Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,10470.00,1,z_SUV,no,19030.00,3,Yes,9,9,Highly Urban/ Urban
309,1,680,0,57,0,12,,No,0.00,z_No,z_F,z_High School,Clerical,19,Private,11650.00,4,z_SUV,no,10231.00,1,No,0,1,Highly Urban/ Urban
310,0,0,0,43,0,10,97953.00,No,0.00,z_No,M,Bachelors,z_Blue Collar,43,Commercial,27180.00,1,Panel Truck,no,4784.00,2,No,4,,Highly Urban/ Urban
311,0,0,0,44,0,0,0.00,No,104490.00,Yes,z_F,Bachelors,Home Maker,28,Private,14190.00,4,Sports Car,no,35430.00,2,Yes,2,8,Highly Urban/ Urban
312,0,0,1,38,2,14,83937.00,No,234151.00,Yes,z_F,Bachelors,z_Blue Collar,28,Commercial,13800.00,3,z_SUV,no,10851.00,2,No,0,10,Highly Urban/ Urban
313,0,0,1,37,2,14,96188.00,Yes,0.00,z_No,z_F,Bachelors,Professional,49,Private,13340.00,1,z_SUV,no,0.00,0,Yes,1,10,Highly Urban/ Urban
314,0,0,1,55,1,14,17820.00,No,115540.00,Yes,z_F,Bachelors,Home Maker,32,Private,13340.00,1,z_SUV,no,6913.00,1,No,3,8,z_Highly Rural/ Rural
315,0,0,2,51,2,14,62894.00,No,228994.00,Yes,z_F,Bachelors,Clerical,84,Private,5990.00,17,Sports Car,no,0.00,0,Yes,0,10,z_Highly Rural/ Rural
316,1,2287,1,42,2,12,68090.00,Yes,169854.00,z_No,z_F,Bachelors,z_Blue Collar,45,Commercial,11750.00,1,Minivan,no,9261.00,1,No,3,12,Highly Urban/ Urban
317,1,6195,0,45,2,4,25032.00,Yes,0.00,z_No,z_F,z_High School,Clerical,34,Commercial,6100.00,1,Pickup,yes,5771.00,1,No,5,1,z_Highly Rural/ Rural
318,1,4862,0,54,0,12,52078.00,No,194227.00,Yes,M,Masters,,51,Commercial,23250.00,1,Panel Truck,yes,5039.00,1,No,4,18,Highly Urban/ Urban
321,0,0,0,48,0,12,22633.00,No,135679.00,Yes,z_F,Bachelors,Manager,30,Private,16730.00,13,z_SUV,no,0.00,0,No,0,9,Highly Urban/ Urban
322,0,0,0,50,0,0,0.00,No,109511.00,Yes,M,<High School,Student,32,Private,4980.00,6,Minivan,no,0.00,0,No,0,1,z_Highly Rural/ Rural
323,1,9775.641342,0,25,1,9,51544.00,Yes,,z_No,z_F,z_High School,z_Blue Collar,44,Commercial,20630.00,1,z_SUV,no,7767.00,2,No,8,1,Highly Urban/ Urban
325,0,0,0,35,0,9,72389.00,No,213173.00,z_No,z_F,PhD,Lawyer,45,Private,13440.00,1,Minivan,no,8185.00,4,No,2,10,Highly Urban/ Urban
326,1,3418,0,29,1,8,73842.00,Yes,0.00,z_No,z_F,z_High School,z_Blue Collar,25,Commercial,22340.00,1,Sports Car,no,4769.00,1,No,4,1,Highly Urban/ Urban
327,1,4423,1,45,2,0,0.00,Yes,0.00,z_No,M,<High School,Student,33,Private,6000.00,1,Pickup,no,41818.00,1,Yes,3,1,Highly Urban/ Urban
328,0,0,0,37,0,14,,No,141069.00,z_No,z_F,Bachelors,Professional,34,Private,10370.00,6,z_SUV,no,663.00,2,No,0,9,Highly Urban/ Urban
329,0,0,0,56,0,16,109521.00,No,321674.00,Yes,M,PhD,,30,Commercial,7100.00,7,Pickup,no,0.00,0,No,2,17,Highly Urban/ Urban
330,0,0,0,45,3,17,71969.00,Yes,212081.00,z_No,z_F,Masters,Lawyer,44,Private,13060.00,6,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
332,0,0,0,48,0,10,,No,0.00,z_No,z_F,Bachelors,Professional,43,Private,24150.00,4,Minivan,no,0.00,0,No,1,10,z_Highly Rural/ Rural
333,0,0,0,52,0,13,37295.00,No,163285.00,z_No,M,<High School,z_Blue Collar,28,Commercial,6700.00,4,Pickup,yes,0.00,0,No,0,1,z_Highly Rural/ Rural
334,0,0,0,40,0,7,50224.00,No,0.00,z_No,M,z_High School,z_Blue Collar,16,Commercial,13780.00,1,Minivan,yes,1937.00,2,No,6,5,Highly Urban/ Urban
335,1,2328,0,41,1,13,109957.00,No,260749.00,Yes,z_F,Masters,Lawyer,50,Private,29470.00,6,Sports Car,no,0.00,0,No,1,18,Highly Urban/ Urban
336,0,0,0,44,2,14,44141.00,No,141312.00,Yes,M,PhD,Doctor,11,Private,5900.00,10,Pickup,no,7401.00,1,No,0,0,Highly Urban/ Urban
337,0,0,0,54,0,,30388.00,No,0.00,z_No,M,Masters,Lawyer,24,Private,16580.00,4,Van,no,27130.00,2,No,0,13,Highly Urban/ Urban
338,0,0,0,42,0,12,85752.00,No,285727.00,Yes,M,Masters,,36,Commercial,5700.00,13,Pickup,no,0.00,0,No,2,19,Highly Urban/ Urban
339,0,0,0,50,0,11,8345.00,No,0.00,Yes,M,<High School,Student,39,Private,15330.00,10,Minivan,yes,0.00,0,No,0,5,z_Highly Rural/ Rural
340,1,4700,0,38,0,14,10486.00,No,66515.00,Yes,M,<High School,Clerical,33,Private,6350.00,1,Minivan,no,5702.00,1,No,4,5,Highly Urban/ Urban
341,0,0,0,36,0,12,33284.00,No,141018.00,Yes,z_F,z_High School,z_Blue Collar,68,Commercial,14640.00,10,z_SUV,no,0.00,0,No,0,10,Highly Urban/ Urban
342,1,6880,0,62,0,12,33713.00,No,171810.00,Yes,z_F,Bachelors,z_Blue Collar,26,Commercial,23470.00,4,Sports Car,no,41913.00,3,Yes,0,15,Highly Urban/ Urban
344,0,0,0,47,0,7,144957.00,No,420966.00,z_No,z_F,PhD,Doctor,22,Private,24120.00,3,z_SUV,no,0.00,0,No,4,1,Highly Urban/ Urban
345,0,0,0,46,0,8,79317.00,No,241733.00,Yes,M,z_High School,Professional,5,Private,6100.00,1,Pickup,yes,4263.00,2,No,7,6,Highly Urban/ Urban
346,0,0,0,42,0,9,64705.00,No,0.00,z_No,M,Masters,,46,Commercial,22560.00,1,Panel Truck,yes,10375.00,4,No,6,19,Highly Urban/ Urban
349,0,0,0,33,3,0,0.00,No,0.00,Yes,M,<High School,Student,27,Private,10160.00,6,Pickup,yes,8118.00,1,No,3,1,Highly Urban/ Urban
351,0,0,0,43,0,11,142297.00,No,0.00,z_No,z_F,PhD,Lawyer,6,Private,24360.00,6,Minivan,no,0.00,0,No,0,,Highly Urban/ Urban
352,1,4875,0,45,3,14,94325.00,No,301739.00,Yes,M,Masters,Lawyer,55,Private,6960.00,1,z_SUV,no,0.00,0,No,2,14,Highly Urban/ Urban
353,0,0,0,55,0,14,72337.00,No,210378.00,Yes,M,PhD,Manager,28,Commercial,22980.00,3,Panel Truck,no,0.00,0,No,2,11,Highly Urban/ Urban
354,0,0,0,27,2,14,1212.00,No,0.00,Yes,M,z_High School,Student,30,Private,4200.00,11,Minivan,yes,0.00,0,No,2,,Highly Urban/ Urban
355,0,0,0,41,0,13,157237.00,No,0.00,z_No,z_F,Masters,Manager,45,Private,17410.00,7,Minivan,no,0.00,0,No,0,15,Highly Urban/ Urban
356,0,0,0,40,1,13,5322.00,No,57657.00,Yes,z_F,Bachelors,Home Maker,32,Commercial,9960.00,1,Pickup,no,5489.00,1,No,3,1,Highly Urban/ Urban
359,0,0,0,57,0,15,51737.00,No,167419.00,Yes,z_F,z_High School,z_Blue Collar,56,Private,17440.00,6,z_SUV,no,0.00,0,Yes,1,11,z_Highly Rural/ Rural
361,1,17290.25766,0,64,0,9,38020.00,No,,Yes,M,z_High School,z_Blue Collar,11,Commercial,28710.00,7,Pickup,yes,0.00,0,No,0,3,Highly Urban/ Urban
362,1,5395,0,32,2,9,60050.00,Yes,212562.00,z_No,z_F,z_High School,Clerical,31,Private,11480.00,1,Minivan,no,17493.00,4,Yes,2,1,Highly Urban/ Urban
363,1,5021,2,39,2,11,,Yes,0.00,z_No,z_F,Bachelors,Manager,16,Private,22920.00,1,Sports Car,no,0.00,0,No,0,10,Highly Urban/ Urban
364,0,0,0,37,0,7,97266.00,No,252596.00,z_No,z_F,Bachelors,z_Blue Collar,21,Commercial,14930.00,10,Minivan,no,4048.00,2,No,0,11,Highly Urban/ Urban
365,0,0,0,45,2,14,19793.00,No,,Yes,z_F,z_High School,Home Maker,5,Private,7980.00,6,z_SUV,no,0.00,0,Yes,0,5,Highly Urban/ Urban
369,0,0,0,39,2,14,50875.00,No,131770.00,Yes,z_F,<High School,z_Blue Collar,23,Commercial,14100.00,6,Sports Car,no,0.00,0,No,3,1,Highly Urban/ Urban
370,0,0,1,41,2,10,32057.00,No,166326.00,Yes,z_F,z_High School,Clerical,20,Private,9800.00,10,z_SUV,no,0.00,0,No,0,1,z_Highly Rural/ Rural
371,1,3149,0,35,0,7,62036.00,No,154297.00,Yes,M,z_High School,z_Blue Collar,5,Commercial,16370.00,4,Van,yes,3913.00,2,No,7,1,Highly Urban/ Urban
372,1,3602,0,64,0,15,40528.00,No,208306.00,Yes,z_F,z_High School,z_Blue Collar,54,Commercial,11950.00,7,Sports Car,no,5137.00,1,No,6,6,Highly Urban/ Urban
373,0,0,0,46,0,13,266027.00,No,0.00,z_No,M,PhD,,52,Commercial,34020.00,1,Panel Truck,yes,1332.00,3,No,6,23,Highly Urban/ Urban
374,0,0,0,59,0,15,158703.00,No,0.00,z_No,z_F,PhD,Doctor,32,Private,20540.00,17,z_SUV,no,0.00,0,No,0,18,Highly Urban/ Urban
375,1,2516,1,39,2,13,52950.00,No,187514.00,Yes,M,z_High School,Manager,6,Private,10210.00,1,Pickup,yes,0.00,0,Yes,0,,Highly Urban/ Urban
377,1,3259,0,40,1,12,39600.00,Yes,193495.00,z_No,z_F,z_High School,Clerical,37,Private,5460.00,1,Sports Car,no,4188.00,2,No,5,1,Highly Urban/ Urban
378,0,0,0,43,0,8,67109.00,No,219801.00,Yes,z_F,z_High School,z_Blue Collar,38,Commercial,8530.00,10,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
379,0,0,0,48,0,13,75723.00,No,257475.00,Yes,z_F,Bachelors,Professional,37,Private,7210.00,13,Minivan,no,0.00,0,No,0,12,Highly Urban/ Urban
381,0,0,0,48,0,0,0.00,No,,Yes,M,<High School,Student,47,Private,6520.00,3,Minivan,yes,0.00,0,Yes,0,1,z_Highly Rural/ Rural
382,0,0,0,60,0,15,,No,330229.00,Yes,z_F,Bachelors,Manager,39,Private,16780.00,10,Sports Car,no,4500.00,2,No,3,13,Highly Urban/ Urban
383,0,0,0,59,0,11,186632.00,No,483645.00,Yes,M,PhD,Manager,35,Private,21730.00,1,Van,no,0.00,0,No,2,13,Highly Urban/ Urban
384,0,0,0,43,0,8,97103.00,No,278248.00,z_No,z_F,Masters,Lawyer,17,Private,17960.00,4,z_SUV,no,3575.00,1,No,4,15,Highly Urban/ Urban
385,1,3085,0,43,1,0,0.00,Yes,86118.00,z_No,z_F,<High School,Home Maker,41,Private,14240.00,4,z_SUV,no,0.00,0,No,1,1,Highly Urban/ Urban
386,0,0,0,64,0,7,75166.00,No,248599.00,z_No,z_F,Masters,Manager,31,Private,5010.00,6,Sports Car,no,4750.00,2,No,0,,Highly Urban/ Urban
